"COW","YEAR","CIRI","DISAP","KILL","POLPRIS","TORT","Amnesty","State","hathaway","ITT","genocide","rummel","massive_repression","executions","killing","additive","latentmean","latentsd","NAME"
2,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,-1.38098262083418,0.300547333942008,"United States of America"
2,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45391602206088,0.25383554283216,"United States of America"
2,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45273021607724,0.254168317655693,"United States of America"
2,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,-1.44056715623687,0.274649377813642,"United States of America"
2,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,-1.47659229832128,0.265963013447696,"United States of America"
2,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,-1.50500598714741,0.262035145981655,"United States of America"
2,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,-1.53740104865153,0.261233995449725,"United States of America"
2,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,-1.51471234982794,0.261935165746118,"United States of America"
2,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,-1.49705037989174,0.260700180974838,"United States of America"
2,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.47608059321465,0.256123223257745,"United States of America"
2,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46631854391295,0.255664018306253,"United States of America"
2,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46169367141337,0.254617786483986,"United States of America"
2,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45748147405726,0.253402965828666,"United States of America"
2,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45399793347683,0.253705716122354,"United States of America"
2,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.520637053816849,0.41104466092102,"United States of America"
2,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.856559784588524,0.408631075129697,"United States of America"
2,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45011343178353,0.254451346303181,"United States of America"
2,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.44381353713971,0.254595005407683,"United States of America"
2,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.43468459042611,0.255776915861152,"United States of America"
2,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.41663699280945,0.257340233839241,"United States of America"
2,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.3828179658194,0.258797643499839,"United States of America"
2,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.31619717687985,0.260807479358634,"United States of America"
2,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.190930200382,0.268305855198861,"United States of America"
2,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-0.959957381466259,0.285974661287716,"United States of America"
2,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.538038856418404,0.324143562150487,"United States of America"
2,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.169684662112357,0.36628795651369,"United States of America"
2,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,0.178864651252445,0.397174083857549,"United States of America"
2,1985,662,2,2,2,1,1,NA,NA,NA,0,0,0,NA,NA,7,1.81328587586661,0.326204887501754,"United States of America"
2,1986,662,2,2,2,1,1,NA,NA,NA,0,0,0,NA,NA,7,1.68152285787719,0.313236535236711,"United States of America"
2,1987,662,2,2,2,2,2,NA,NA,NA,0,0,0,NA,NA,8,1.60275184295612,0.301022360636988,"United States of America"
2,1988,662,2,2,2,1,1,NA,NA,NA,0,NA,0,NA,NA,7,1.59636731693787,0.29519525777543,"United States of America"
2,1989,662,2,2,2,1,1,NA,NA,NA,0,NA,NA,NA,0,7,1.56035427511211,0.291625988469052,"United States of America"
2,1990,662,2,2,2,2,1,NA,NA,NA,0,NA,NA,NA,0,8,1.50264031493229,0.287830906972655,"United States of America"
2,1991,662,2,2,2,1,2,NA,NA,NA,0,NA,NA,NA,0,7,1.26866682420376,0.280234856612118,"United States of America"
2,1992,662,2,2,2,1,2,NA,NA,NA,0,NA,NA,NA,0,7,1.21720588456872,0.279595379657222,"United States of America"
2,1993,662,2,2,2,1,1,NA,NA,NA,0,NA,NA,NA,0,7,1.35858930193316,0.284027994556359,"United States of America"
2,1994,662,2,2,2,1,1,NA,NA,NA,0,NA,NA,NA,0,7,1.43991414490029,0.285036375995858,"United States of America"
2,1995,662,2,2,2,1,1,NA,NA,5,0,NA,NA,NA,0,7,1.46771539594628,0.283969687466954,"United States of America"
2,1996,662,2,2,2,1,1,NA,NA,5,0,NA,NA,NA,0,7,1.47567982427147,0.286154340540682,"United States of America"
2,1997,662,2,2,2,1,1,NA,NA,5,0,NA,NA,NA,0,7,1.50669855914814,0.284346318707276,"United States of America"
2,1998,662,2,2,2,1,1,NA,NA,6,0,NA,NA,NA,0,7,1.51037256706239,0.283915368748599,"United States of America"
2,1999,662,2,2,2,1,1,NA,NA,6,0,NA,NA,NA,0,7,1.44176149459692,0.282317903452946,"United States of America"
2,2000,662,2,2,2,1,1,NA,NA,6,0,NA,NA,NA,0,7,1.28498551547465,0.276037351549055,"United States of America"
2,2001,662,2,2,0,1,2,NA,NA,6,0,NA,NA,NA,0,5,0.954684364211093,0.271689285570673,"United States of America"
2,2002,662,2,2,1,1,2,NA,NA,6,0,NA,NA,NA,0,6,0.736893902178176,0.262127347192591,"United States of America"
2,2003,662,2,2,1,1,2,NA,NA,6,0,NA,NA,NA,0,6,0.545766949208861,0.249489391467131,"United States of America"
2,2004,662,1,1,1,1,3,NA,NA,6,0,NA,NA,NA,0,4,0.199983401611299,0.243902108913695,"United States of America"
2,2005,662,2,1,1,0,3,NA,NA,6,0,NA,NA,NA,0,4,0.0886922535484236,0.246477656374302,"United States of America"
2,2006,662,2,1,1,0,3,NA,NA,NA,0,NA,NA,NA,0,4,0.141596825149377,0.249791513610325,"United States of America"
2,2007,662,2,1,1,1,3,NA,NA,NA,0,NA,NA,NA,0,5,0.256200830746117,0.248316267665668,"United States of America"
2,2008,662,2,1,2,1,3,NA,NA,NA,0,NA,NA,NA,0,6,0.331934091730216,0.250912307846271,"United States of America"
2,2009,662,2,1,1,1,3,NA,NA,NA,0,NA,NA,NA,0,5,0.341935251569503,0.259598962861648,"United States of America"
2,2010,662,2,1,2,1,3,NA,NA,NA,0,NA,NA,NA,0,6,0.383931888208508,0.299516856726381,"United States of America"
2,1984,662,2,2,2,2,1,NA,NA,NA,0,0,0,NA,NA,8,2.00212836408717,0.336977449931028,"United States of America"
2,1976,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1.19343269418278,0.388252346049577,"United States of America"
2,1977,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1.48422827778424,0.375135048276408,"United States of America"
2,1978,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1.69209566341647,0.377940721979122,"United States of America"
2,1979,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,1.85910832622162,0.381218666397613,"United States of America"
2,1980,NA,NA,NA,NA,NA,1,NA,NA,NA,0,0,0,0,NA,NA,2.00294397323753,0.371353247172855,"United States of America"
2,1981,662,2,2,2,2,1,NA,NA,NA,0,0,0,0,NA,8,2.09063723698037,0.365070104798715,"United States of America"
2,1982,662,2,2,2,2,1,NA,NA,NA,0,0,0,0,NA,8,2.11764759241704,0.359613443875164,"United States of America"
2,1983,662,2,2,2,2,1,NA,NA,NA,0,0,0,NA,NA,8,2.09299667651559,0.348725239031699,"United States of America"
20,1992,194,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,7,2.20424909509851,0.361906746951066,"Canada"
20,1993,194,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,8,2.27210280765461,0.355101615379444,"Canada"
20,1994,194,2,2,2,1,1,1,2,NA,0,NA,NA,NA,0,7,2.25069253350665,0.346906027378773,"Canada"
20,1995,194,2,2,2,2,NA,1,2,1,0,NA,NA,NA,0,8,2.37523357246732,0.349509528506676,"Canada"
20,1991,194,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,8,2.35399646191051,0.375864173201759,"Canada"
20,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.63028906399836,0.791695557974711,"Canada"
20,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.66085391137291,0.786792646879332,"Canada"
20,1967,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.68791176693139,0.779795243434431,"Canada"
20,1968,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.71456439072774,0.770321244710801,"Canada"
20,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.74021519650261,0.759961071832868,"Canada"
20,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.76603206828744,0.747321734446093,"Canada"
20,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.78955587061131,0.733201818787256,"Canada"
20,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.81228553807527,0.715332909855282,"Canada"
20,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.83369653621774,0.69327725524713,"Canada"
20,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.85384307061121,0.670635700905119,"Canada"
20,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.87335217447592,0.642499305030016,"Canada"
20,1976,NA,NA,NA,NA,NA,1,1,NA,NA,0,0,0,0,NA,NA,1.88977050823729,0.609745647375924,"Canada"
20,1977,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.8933064285991,0.59003199486013,"Canada"
20,1978,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.89308923269518,0.565113927617976,"Canada"
20,1979,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.89067702072547,0.535363534180509,"Canada"
20,1980,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.88284549874026,0.50119486652622,"Canada"
20,1981,194,2,2,2,2,NA,1,NA,NA,0,0,0,0,NA,8,1.87206934584855,0.457985711832817,"Canada"
20,1982,194,2,2,2,1,NA,1,NA,NA,0,0,0,0,NA,7,1.82902605817059,0.415617877319547,"Canada"
20,1983,194,2,2,2,1,1,1,NA,NA,0,0,0,NA,NA,7,1.90432110348008,0.376206570432102,"Canada"
20,1984,194,2,2,2,1,1,1,NA,NA,0,0,0,NA,NA,7,2.0323363165333,0.367104030830737,"Canada"
20,1985,194,2,2,2,2,NA,1,1,NA,0,0,0,NA,NA,8,2.20780825443875,0.381560951246436,"Canada"
20,1986,194,2,2,2,2,1,1,1,NA,0,0,0,NA,NA,8,2.34876123869405,0.385748320258465,"Canada"
20,1987,194,2,2,2,2,1,1,1,NA,0,0,0,NA,NA,8,2.4466449123577,0.386413073876281,"Canada"
20,1988,194,2,2,2,2,NA,1,1,NA,0,NA,0,NA,NA,8,2.49196234521221,0.390703119400727,"Canada"
20,1989,194,2,2,2,2,NA,1,1,NA,0,NA,NA,NA,0,8,2.49607627989856,0.390637350776277,"Canada"
20,1990,194,2,2,2,2,1,1,1,NA,0,NA,NA,NA,0,8,2.45170320805493,0.382724050821263,"Canada"
20,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.912684847440564,0.730020513810823,"Canada"
20,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.975511251303629,0.73676901918876,"Canada"
20,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.03638211002305,0.742859511533883,"Canada"
20,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.09411736853794,0.75022637404183,"Canada"
20,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.14685450623413,0.757634816805942,"Canada"
20,1996,194,2,2,2,2,1,1,1,1,0,NA,NA,NA,0,8,2.52830802123834,0.354195229716631,"Canada"
20,1997,194,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,8,2.58946840112553,0.355902014652776,"Canada"
20,1998,194,2,2,2,1,NA,1,1,1,0,NA,NA,NA,0,7,2.53511668093771,0.348959559434764,"Canada"
20,1999,194,2,2,2,2,NA,1,1,1,0,NA,NA,NA,0,8,2.50435198315742,0.337458984324508,"Canada"
20,2000,194,2,2,2,1,1,1,NA,2,0,NA,NA,NA,0,7,2.32979738402273,0.3181608952457,"Canada"
20,2001,194,2,2,2,1,1,1,NA,2,0,NA,NA,NA,0,7,2.20816708725938,0.295339015648152,"Canada"
20,2002,194,2,2,2,1,1,2,NA,1,0,NA,NA,NA,0,7,2.09563850487427,0.273824872695438,"Canada"
20,2003,194,2,2,2,1,1,1,NA,6,0,NA,NA,NA,0,7,2.13172600669651,0.274404275430645,"Canada"
20,2004,194,2,2,2,1,1,1,NA,3,0,NA,NA,NA,0,7,2.13079798792901,0.270079183154098,"Canada"
20,2005,194,2,1,2,1,1,1,NA,1,0,NA,NA,NA,0,6,2.04471694953066,0.266651709053465,"Canada"
20,2006,194,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,6,1.97070066468145,0.265023433515303,"Canada"
20,2007,194,2,1,2,1,2,1,NA,NA,0,NA,NA,NA,0,6,1.89158784548076,0.260512477397245,"Canada"
20,2008,194,2,1,2,1,2,1,NA,NA,0,NA,NA,NA,0,6,1.92208404741056,0.265787753690957,"Canada"
20,2009,194,2,2,2,2,1,1,NA,NA,0,NA,NA,NA,0,8,2.12044398317335,0.290807468939039,"Canada"
20,2010,194,2,1,2,1,1,1,NA,NA,0,NA,NA,NA,0,6,2.07467821016354,0.322117811310967,"Canada"
20,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.24791846257047,0.767637689596156,"Canada"
20,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.29482973252136,0.774732192026354,"Canada"
20,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.33908777278059,0.780430536643487,"Canada"
20,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.38260308858784,0.787317078751653,"Canada"
20,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.42214413472894,0.792612668459739,"Canada"
20,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.46095410848439,0.795758501575951,"Canada"
20,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.49667924458622,0.796592178302487,"Canada"
20,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.5308504052061,0.797739495792523,"Canada"
20,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.56591627965129,0.796773654553258,"Canada"
20,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.59835032391512,0.796076343632047,"Canada"
20,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,1.19887396736047,0.764292767819469,"Canada"
31,1983,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,1.55423104109472,0.436635866254595,"Bahamas"
31,1984,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,1.54095652035899,0.410825807243566,"Bahamas"
31,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.0983900759883,0.610507060904466,"Bahamas"
31,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.17599888172772,0.594625357076541,"Bahamas"
31,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,1.25278137916409,0.575760951158833,"Bahamas"
31,1976,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.32737402117226,0.549400125606299,"Bahamas"
31,1977,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.39164561992519,0.533160053012585,"Bahamas"
31,1978,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.4463236093975,0.518466611867323,"Bahamas"
31,1979,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.49092147332975,0.500869754708893,"Bahamas"
31,1980,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.52256831768385,0.488454517160294,"Bahamas"
31,1981,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.54477658704493,0.471980459860214,"Bahamas"
31,1982,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,0,NA,NA,1.55785282452122,0.453399424116256,"Bahamas"
31,1996,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,2.00552377243581,0.361310245865046,"Bahamas"
31,1997,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,2.08920903350164,0.353461987461626,"Bahamas"
31,1985,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,1.51254351396559,0.385821073714231,"Bahamas"
31,1986,NA,NA,NA,NA,NA,1,2,NA,NA,0,0,0,NA,NA,NA,1.46174522854213,0.355127786618209,"Bahamas"
31,1987,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,0,NA,NA,NA,1.60392463163286,0.37000846859724,"Bahamas"
31,1988,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,0,NA,NA,NA,1.72080675176478,0.378843570962909,"Bahamas"
31,1989,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,1.82359389577447,0.370429818672171,"Bahamas"
31,1990,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,1.87265468819835,0.371469839454275,"Bahamas"
31,1991,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,1.88296749953898,0.372937206347493,"Bahamas"
31,1992,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,1.86168749076569,0.37022965671291,"Bahamas"
31,1993,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,1.81076584819856,0.361338183344662,"Bahamas"
31,1994,NA,NA,NA,NA,NA,1,2,NA,NA,0,NA,NA,NA,0,NA,1.72796893257966,0.346746424503338,"Bahamas"
31,1995,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,1.89702956556096,0.351979079453961,"Bahamas"
31,2008,134,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,6,1.15051393419087,0.244543483283859,"Bahamas"
31,2009,134,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,6,1.17091676972825,0.250165304110928,"Bahamas"
31,2010,134,2,1,2,1,1,2,NA,NA,0,NA,NA,NA,0,6,1.26268434906799,0.28498935857977,"Bahamas"
31,2001,134,2,2,2,1,1,1,NA,NA,0,NA,NA,NA,0,7,1.85418056540291,0.281310299218884,"Bahamas"
31,1998,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,2.12713300522598,0.343747619175655,"Bahamas"
31,1999,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,2.09970918368826,0.330628697615951,"Bahamas"
31,2000,NA,NA,NA,NA,NA,1,1,NA,NA,0,NA,NA,NA,0,NA,2.0110510347368,0.314720214792823,"Bahamas"
31,2005,134,2,2,2,1,2,1,NA,NA,0,NA,NA,NA,0,7,1.53773307659611,0.248398859849362,"Bahamas"
31,2002,NA,NA,NA,NA,NA,2,2,NA,NA,0,NA,NA,NA,0,NA,1.56613473164009,0.268235439386076,"Bahamas"
31,2003,134,2,1,2,1,2,2,NA,NA,0,NA,NA,NA,0,6,1.39998525887059,0.250382961284119,"Bahamas"
31,2004,134,2,1,2,1,1,2,NA,NA,0,NA,NA,NA,0,6,1.46753952539626,0.251928768096164,"Bahamas"
31,2006,134,2,1,2,1,2,1,NA,NA,0,NA,NA,NA,0,6,1.40828259867964,0.244223173046904,"Bahamas"
31,2007,134,2,1,2,1,3,2,NA,NA,0,NA,NA,NA,0,6,1.16700698021129,0.243629719508361,"Bahamas"
40,1990,233,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,3,-0.665280918377285,0.202727411532378,"Cuba"
40,2001,233,2,2,0,1,3,3,NA,3,0,NA,NA,NA,0,5,0.0777896703894805,0.216829698814406,"Cuba"
40,2002,233,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,4,0.180737307637199,0.221127268065268,"Cuba"
40,2003,233,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,4,0.260747512940297,0.222495415578439,"Cuba"
40,1991,233,2,2,0,0,3,3,3,NA,0,NA,NA,NA,0,4,-0.581163326970175,0.206569416637633,"Cuba"
40,1992,233,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,3,-0.603869198973464,0.206295309029284,"Cuba"
40,1993,233,2,1,0,0,3,3,4,NA,0,NA,NA,NA,0,3,-0.571838356467675,0.205027910416268,"Cuba"
40,1994,233,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,3,-0.513121692038365,0.202079229183519,"Cuba"
40,1995,233,2,1,0,0,4,3,3,4,0,NA,NA,NA,0,3,-0.560197620011879,0.203592800749843,"Cuba"
40,1996,233,2,1,0,0,3,3,3,4,0,NA,NA,NA,0,3,-0.481030998730452,0.203321201376101,"Cuba"
40,1997,233,2,2,0,0,3,3,3,4,0,NA,NA,NA,0,4,-0.349970339410876,0.207890326703582,"Cuba"
40,1998,233,2,1,0,0,3,3,2,6,0,NA,NA,NA,0,3,-0.259470207955837,0.209985985029872,"Cuba"
40,1999,233,2,2,0,0,3,3,2,4,0,NA,NA,NA,0,4,-0.105165126723983,0.216083998398787,"Cuba"
40,2000,233,2,1,0,1,3,3,NA,3,0,NA,NA,NA,0,4,-0.026765797930456,0.214339833705312,"Cuba"
40,1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.45301946630232,0.254185198110885,"Cuba"
40,1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.43914678817752,0.25348529958482,"Cuba"
40,1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.4178367817667,0.251094222155052,"Cuba"
40,2004,233,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,4,0.269893574752828,0.224125926098254,"Cuba"
40,2005,233,2,2,0,0,2,3,NA,3,0,NA,NA,NA,0,4,0.246313109832956,0.227531116844626,"Cuba"
40,2006,233,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,4,0.140580536677465,0.235440052155222,"Cuba"
40,2007,233,2,1,0,0,3,3,NA,NA,0,NA,NA,NA,0,3,0.0434822638024211,0.233187990104612,"Cuba"
40,2008,233,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,4,0.0577461678580646,0.229789382992975,"Cuba"
40,2009,233,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,4,0.0672510328356857,0.237830995223974,"Cuba"
40,2010,233,2,2,0,0,3,3,NA,NA,0,NA,NA,NA,0,4,0.0677032588566732,0.266951953204973,"Cuba"
40,1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.50554015247779,0.252452921104633,"Cuba"
40,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.48083926004263,0.252267888409716,"Cuba"
40,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,NA,NA,-1.46487172852204,0.253269524831392,"Cuba"
40,1987,233,1,1,0,0,3,3,4,NA,0,1,0,NA,NA,2,-1.18348849404194,0.196661819440869,"Cuba"
40,1988,233,2,2,0,0,3,3,4,NA,0,NA,0,NA,NA,4,-0.943596655846819,0.209341995733894,"Cuba"
40,1989,233,2,1,0,0,3,3,3,NA,0,NA,NA,NA,0,3,-0.812398104660103,0.20639875644884,"Cuba"
40,1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.0292687673895681,0.502477126248083,"Cuba"
40,1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.014884186093478,0.477611718187133,"Cuba"
40,1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.0157283921533574,0.459080359628403,"Cuba"
40,1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.0603424251363773,0.437807233500877,"Cuba"
40,1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.123470990911832,0.415595236126838,"Cuba"
40,1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.207128128916856,0.393619724399392,"Cuba"
40,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,-0.311247507335791,0.369823686962402,"Cuba"
40,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.446044652709454,0.340399829974407,"Cuba"
40,1957,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.622230191998165,0.311790800125469,"Cuba"
40,1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,-0.860629699156177,0.283690210519197,"Cuba"
40,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.22015162560754,0.267144704834694,"Cuba"
40,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.40978411773711,0.259179061775855,"Cuba"
40,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.50824306564148,0.253803149094755,"Cuba"
40,1962,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.55624525936545,0.250600406683072,"Cuba"
40,1963,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.58048163229984,0.2490214705436,"Cuba"
40,1964,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.59059116757092,0.248928362154251,"Cuba"
40,1965,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,NA,NA,-1.59429196288008,0.247922553470622,"Cuba"
